epoch,train_loss,eval_loss,eval_prec1,eval_prec5
116,2.708058995737446,1.2033838565826416,71.64,90.366
117,2.7066471910686327,1.201631485900879,71.766,90.37
118,2.7024926643767992,1.2008648906707764,71.784,90.342
119,2.6977873736148257,1.1983583162689209,71.758,90.348
120,2.6907531368932562,1.1955648381423951,71.856,90.426
121,2.689309133900155,1.1942268442153932,71.82,90.464
122,2.6918134160464904,1.192037903213501,71.926,90.496
123,2.683473477737128,1.1920779833221435,71.952,90.542
124,2.6806387910358818,1.1914287440490723,71.998,90.562
125,2.676734360287801,1.1916976926422118,71.944,90.582
126,2.6730578485057412,1.1907203150939942,72.062,90.57
127,2.6750442497640683,1.1893853562164307,72.088,90.576
128,2.6665597292635557,1.1882565609741211,72.132,90.636
129,2.664307743715916,1.1871673335266113,72.13,90.596
130,2.6580030699904493,1.186746353302002,72.256,90.64
131,2.6556603373002283,1.1858131748199463,72.208,90.654
132,2.649649554591099,1.1842014906692504,72.29,90.636
133,2.648440911281976,1.182046086921692,72.21,90.616
134,2.649573574773223,1.1819871781158446,72.344,90.596
135,2.642438834043239,1.181232424621582,72.264,90.678
136,2.6424833391781903,1.1800609229660035,72.26,90.69
137,2.6355657829083414,1.1782901824188232,72.37,90.816
138,2.6355798126791687,1.1772699340438844,72.366,90.786
139,2.6321083148129936,1.1756371341323852,72.468,90.704
140,2.6286822866192825,1.1744955836486817,72.48,90.68
141,2.6251095963610735,1.1732161026000976,72.45,90.752
142,2.619376533894802,1.1723458742523194,72.496,90.744
143,2.619360314808685,1.1708771161270142,72.492,90.758
144,2.611233215061404,1.1707603365325927,72.5,90.718
145,2.6125531499143793,1.169685047416687,72.566,90.796
146,2.6122223757249086,1.16894048286438,72.552,90.83
147,2.6050154422875123,1.168124946937561,72.518,90.802
148,2.6032832514563147,1.1671315798187256,72.588,90.858
149,2.59873542878077,1.1660849913024902,72.616,90.872
150,2.599123695533243,1.165215332107544,72.59,90.848
151,2.5983371718419637,1.1646868461227418,72.746,90.838
152,2.590105194982579,1.1648533800888061,72.676,90.828
153,2.589625414946287,1.1651730089569092,72.584,90.846
154,2.5827601150357182,1.1646495713043212,72.69,90.812
155,2.5837920841267357,1.1638142070770263,72.8,90.914
156,2.5772652847113178,1.1624722675323487,72.742,90.928
157,2.575948222983274,1.1623412732696534,72.748,90.894
158,2.575134345476957,1.1614580802154542,72.764,90.882
159,2.5696180618161875,1.1601474353408814,72.872,90.95
160,2.5695832229727844,1.159679256515503,72.852,90.984
161,2.564776505688302,1.1591153267288208,72.804,90.922
162,2.5648479529803128,1.1588525217819214,72.826,90.938
163,2.5619123576642227,1.1585594103240966,72.84,90.93
164,2.5557736988357314,1.1582647145843505,72.858,90.926
165,2.553872042184444,1.1571632374191285,72.828,90.984
166,2.5510731027375977,1.156532088241577,72.884,90.964
167,2.5491842242548888,1.1549273824310302,73.006,91.002
168,2.5430939509142503,1.1534535313034058,73.024,91.06
169,2.5434780244728166,1.152165602531433,73.012,91.096
170,2.543124764943294,1.151298092880249,73.054,91.058
171,2.537793569189372,1.151006991958618,72.97,91.122
172,2.5380969677897665,1.150706413154602,73.058,91.128
173,2.533508019291049,1.1504877452087403,73.024,91.122
174,2.5300784202026043,1.150082871017456,72.934,91.1
175,2.5307095022700863,1.1502945894241332,72.878,91.088
176,2.5241345787982192,1.1508761206817626,73.024,91.104
177,2.5220967474029505,1.1506139303207397,73.018,91.13
178,2.5189363734899377,1.1503635669708252,72.994,91.098
179,2.517477897764872,1.1486970965957641,73.126,91.104
180,2.511671163862367,1.147279059829712,73.12,91.172
181,2.5138291418790626,1.145806554069519,73.192,91.138
182,2.5124677757469773,1.144552015647888,73.164,91.17
183,2.5066032367263387,1.1439557290267945,73.138,91.206
184,2.5067492685348487,1.1437859967803956,73.232,91.126
185,2.4993504541669247,1.1437613653945924,73.258,91.174
186,2.5037545234941656,1.1442200481414795,73.136,91.194
187,2.5033594577623117,1.144647456817627,73.142,91.244
188,2.495650919125997,1.14429459400177,73.138,91.184
189,2.49488583747908,1.143780693283081,73.062,91.206
190,2.4916308886236807,1.1434055366516114,73.08,91.292
191,2.4890721668537665,1.1426865962600707,73.1,91.27
192,2.484046604088266,1.1427307158660889,73.162,91.244
193,2.483695845762126,1.1418545376968383,73.174,91.24
194,2.482612309886588,1.1401616146087648,73.162,91.276
195,2.4799215664013587,1.1396165954208375,73.208,91.304
196,2.4771796407268867,1.1388206628799438,73.252,91.33
197,2.472526765984597,1.1382854747009277,73.246,91.378
198,2.474467540625855,1.1374618282318116,73.376,91.292
199,2.470535005215737,1.1370015146636963,73.432,91.308
200,2.468654299859139,1.1369254537582398,73.366,91.336
201,2.4682936026133317,1.137094196548462,73.314,91.274
202,2.4628768338859794,1.1368870594787597,73.388,91.362
203,2.4631844985304023,1.1361187282943725,73.43,91.37
204,2.457157120096693,1.1356415460586549,73.47,91.422
205,2.457156526670753,1.1347689894866944,73.506,91.434
206,2.4579875346282116,1.1355484115982055,73.468,91.392
207,2.4544237830179583,1.13539117351532,73.436,91.428
208,2.4509409228198344,1.1352319562149047,73.386,91.488
209,2.4464778629043025,1.1340855045700073,73.434,91.476
210,2.447067689743164,1.1336971578216553,73.536,91.478
211,2.4468270924737414,1.1332339197158814,73.55,91.474
212,2.444701783233981,1.1335234020233154,73.494,91.43
213,2.4425387417765068,1.1335970000076294,73.488,91.508
214,2.4362112666777285,1.1323711289596559,73.558,91.508
215,2.438948793662824,1.131409874343872,73.562,91.498
216,2.4322272157974,1.1309167818450927,73.47,91.524
217,2.433833860617271,1.1307552739715576,73.492,91.464
218,2.4348213654532613,1.1312290565490724,73.546,91.396
219,2.4283523415680603,1.1314550651168824,73.532,91.428
220,2.4301776686827723,1.1322712133026123,73.604,91.48
221,2.4230020409770052,1.1319389490509033,73.602,91.468
222,2.4231194652718226,1.1313676682281495,73.678,91.552
223,2.422965245281192,1.1311073596191406,73.644,91.438
224,2.420609951972199,1.13057506401062,73.622,91.486
225,2.4200931258148235,1.1297170757293702,73.604,91.48
226,2.4146005690431327,1.1292318758773803,73.618,91.53
227,2.41535925760353,1.1301479612350465,73.608,91.476
228,2.41033216541429,1.1308654426193236,73.586,91.494
229,2.4082503187284767,1.131001363182068,73.674,91.468
230,2.409234435962354,1.1307780675125123,73.714,91.464
231,2.403650907256144,1.130769058418274,73.692,91.484
232,2.4047402178259683,1.130586696472168,73.748,91.448
233,2.4004360534113753,1.1300937922286987,73.672,91.462
234,2.400760847411091,1.1291717359542848,73.756,91.504
235,2.3989342704093715,1.1286024076461791,73.798,91.536
236,2.3968932404220817,1.1278281874084473,73.742,91.542
237,2.395401939308996,1.126976086654663,73.704,91.56
238,2.393602051370912,1.1268551360321044,73.752,91.606
239,2.392179862677241,1.1263703310012818,73.69,91.584
240,2.3866816793890786,1.1261323628997804,73.736,91.584
241,2.3861335713228735,1.1261162806701661,73.694,91.56
242,2.3894728544614106,1.1266514042663573,73.638,91.592
243,2.3852451167327704,1.1275476567840577,73.692,91.556
244,2.383440267982529,1.1275461069488526,73.716,91.568
245,2.379117780785671,1.127042837600708,73.732,91.594
246,2.3782106034761425,1.1271281798934936,73.704,91.55
247,2.3800110762639584,1.126984823989868,73.792,91.592
248,2.3775896668958243,1.1270461573410033,73.728,91.554
249,2.3748788631600823,1.126670859451294,73.772,91.536
250,2.3723806982798923,1.1273930628585815,73.758,91.556
251,2.372991389412579,1.1267149095153808,73.754,91.542
252,2.3686741656250807,1.1264434395980836,73.808,91.602
253,2.3680463936641445,1.125367170944214,73.746,91.624
254,2.36698387983701,1.1241823155212403,73.818,91.652
255,2.3657904143908994,1.1247434860992431,73.776,91.628
256,2.3646634599383023,1.12504420753479,73.798,91.606
257,2.3619521431547463,1.125303158416748,73.738,91.578
258,2.359895809377126,1.1257055247497558,73.728,91.52
259,2.358848374429271,1.12525617893219,73.68,91.562
260,2.3567123912888275,1.1252383729934692,73.674,91.566
261,2.356474558464724,1.125246467781067,73.78,91.612
262,2.35517523676562,1.125398606414795,73.832,91.552
263,2.3519726963542538,1.125265221710205,73.848,91.568
264,2.3489305683844193,1.1257058599090577,73.788,91.558
265,2.349139422345028,1.1260295720291138,73.808,91.528
266,2.349655785482469,1.1255835173416138,73.796,91.598
267,2.3467922379358783,1.1251349396514894,73.79,91.626
268,2.346401429790959,1.1242230827331543,73.86,91.674
269,2.3432947503005286,1.1240849346160888,73.858,91.684
270,2.343761231068322,1.1240377451324464,73.802,91.604
271,2.342434858961357,1.1236294190979004,73.764,91.668
272,2.341009410117551,1.1233318835830688,73.76,91.662
273,2.339552528137783,1.1236994635772706,73.776,91.702
274,2.3352754176568262,1.124017348060608,73.816,91.64
275,2.336251310640864,1.1238885222625732,73.804,91.652
276,2.3317883326281175,1.12365905708313,73.846,91.706
277,2.3317934402601894,1.1230474005126954,73.814,91.648
278,2.3303186276452625,1.122464267349243,73.816,91.656
279,2.3292312361448886,1.122195566444397,73.986,91.706
280,2.3278639057843233,1.1218881163024903,73.992,91.67
281,2.327794757344835,1.121084740486145,73.938,91.694
282,2.3227270843504333,1.1213890156936646,73.948,91.68
283,2.3255322314471267,1.1213278949356078,73.938,91.702
284,2.3213826762877114,1.121739803161621,73.952,91.694
285,2.321763015670075,1.1208109304046632,73.954,91.67
286,2.3182326110718634,1.1209237316131593,73.922,91.622
287,2.319726066909534,1.1207371615982056,74.062,91.636
288,2.3169724845486006,1.1208618306350708,74.07,91.638
289,2.314538492335023,1.1207097763824463,74.132,91.706
290,2.3159678150042833,1.1204907149124146,74.088,91.69
291,2.3125312043894395,1.1208927370452881,74.178,91.652
292,2.3133481382656633,1.1207325260543823,74.064,91.702
293,2.309136281529967,1.1201901407623291,74.12,91.772
294,2.309091952350214,1.1201437635040283,74.038,91.782
295,2.309122905742636,1.120400332260132,74.054,91.76
296,2.3063839297833963,1.1211500434875488,74.034,91.676
297,2.306357223114712,1.1209292222976686,74.042,91.664
298,2.302317752469358,1.12013713596344,74.016,91.682
299,2.303505798323835,1.1202398847198487,74.054,91.666
300,2.300310207118424,1.1211945008850097,74.056,91.704
301,2.2997945226925456,1.1219323475646972,73.984,91.676
302,2.2995873385434336,1.1219469585418702,73.994,91.678
303,2.2989322185325776,1.1217348428344727,74.02,91.656
304,2.295726683952635,1.1218951630401612,74.018,91.672
305,2.294615374361392,1.1213778357696533,74.026,91.684
306,2.296368977982554,1.1218816757965089,73.994,91.692
307,2.294426747863527,1.121882126274109,73.994,91.65
308,2.292900411511878,1.1207318934631347,74.022,91.684
309,2.2908868627439585,1.1208682934951781,74.14,91.708
310,2.29087480776411,1.1213926067733764,74.11,91.73
311,2.2891048392374738,1.1212533290481568,74.134,91.686
312,2.286791522916463,1.121568383216858,74.104,91.668
313,2.2845020151490885,1.1211784634399413,74.09,91.708
314,2.2862591458072097,1.1209983768463134,74.03,91.694
315,2.2848430797636365,1.1209579550170898,74.028,91.722
316,2.282287830452648,1.1215328217315674,74.03,91.722
317,2.2827416852557305,1.1213278372955322,73.974,91.746
318,2.280892634539486,1.1205755185699462,74.062,91.702
319,2.281648160456468,1.1197664153289795,74.094,91.722
320,2.277660115969648,1.11949084274292,74.074,91.732
321,2.2783660671407944,1.1198778148651123,74.054,91.688
322,2.27691976307965,1.1203029202270507,74.042,91.702
323,2.274469523454646,1.1203127450561523,74.028,91.714
324,2.2732847048986633,1.1205844927597046,74.086,91.714
325,2.2740195214176637,1.121076007385254,74.136,91.726
326,2.273918686963195,1.121094377593994,74.192,91.698
327,2.271875392594974,1.1212184287261964,74.22,91.74
328,2.2711752595232544,1.1213233168029786,74.124,91.722
329,2.271251226119477,1.1213237490844727,74.062,91.704
330,2.2708190872991305,1.120694058227539,74.086,91.654
331,2.268097872452008,1.120743565711975,74.084,91.64
332,2.2677216969376843,1.1206569892501832,74.128,91.694
333,2.267511374730286,1.1212386185836791,74.072,91.646
334,2.263392981508081,1.1210425345611572,74.128,91.7
335,2.2637378894549003,1.1209035292816163,74.13,91.698
336,2.264456645785857,1.1212584881210328,74.056,91.75
337,2.259967045437137,1.1210368699645996,74.114,91.72
338,2.260113516871592,1.1221063367462158,74.144,91.696
339,2.260500740280731,1.1215703661727905,74.124,91.656
340,2.259096766142346,1.1219786225128174,74.18,91.66
341,2.255958394014197,1.1221313835906983,74.124,91.67
342,2.257781966603536,1.1215687931060792,74.156,91.662
343,2.257033802122235,1.12105865234375,74.146,91.65
344,2.2555369312147633,1.12050344455719,74.15,91.728
345,2.2540101245534028,1.1205914483261108,74.076,91.756
346,2.252361818826456,1.120561870651245,74.154,91.744
347,2.2517842514147097,1.120677215270996,74.114,91.656
348,2.2497417602321796,1.1201388320922852,74.1,91.712
349,2.2511978490318327,1.1200997507476806,74.158,91.672
350,2.250212661820731,1.1198137601470948,74.126,91.716
351,2.248732172875858,1.120136752243042,74.154,91.704
352,2.2490689932680628,1.1193645817184448,74.114,91.736
353,2.2457253913656414,1.1199075093841553,74.13,91.714
354,2.246382249583253,1.1196772185516357,74.15,91.764
355,2.2455392674767047,1.1201622147750854,74.152,91.706
356,2.2451478970660674,1.120463172607422,74.086,91.73
357,2.2434108055752815,1.1203555627059936,74.174,91.706
358,2.244448591550763,1.120394981765747,74.222,91.72
359,2.2437803568266372,1.1207056230926513,74.158,91.748
360,2.2409876945922127,1.1205087240600586,74.122,91.744
361,2.237047788646105,1.119866409339905,74.128,91.73
362,2.240141889579195,1.120360480079651,74.154,91.706
363,2.237234176849004,1.1193853708267212,74.22,91.754
364,2.2385011342503756,1.1193980294036865,74.198,91.75
365,2.2374967782141018,1.1190281531524657,74.196,91.784
366,2.2356673039311317,1.118856331062317,74.226,91.756
367,2.23668840668089,1.1188414293670654,74.194,91.798
368,2.2350563112018014,1.1194458308410644,74.264,91.768
369,2.2349237850148804,1.119495891342163,74.262,91.728
370,2.234696606199423,1.1189590345001221,74.282,91.772
371,2.2313348000093427,1.1188458661651612,74.302,91.768
372,2.2335802996330125,1.118855601425171,74.298,91.768
373,2.2323791053798274,1.118972029800415,74.286,91.744
374,2.231841604486644,1.1189833521270751,74.238,91.714
375,2.231613682018672,1.1186306272888185,74.28,91.69
376,2.2313135141710774,1.118845943222046,74.242,91.648
377,2.2266254309270024,1.118843245162964,74.236,91.634
378,2.228808090340891,1.1191886584472657,74.182,91.696
379,2.2280403073314283,1.1190596283721923,74.176,91.682
380,2.2260920140478344,1.1190661596298217,74.246,91.716
381,2.2262955912583164,1.119132857055664,74.222,91.726
382,2.223698717036503,1.1195104683685302,74.172,91.712
383,2.2250579061935083,1.1200495302581788,74.112,91.696
384,2.2238361267305966,1.1200239877700806,74.176,91.662
385,2.2237855500692754,1.119798643951416,74.184,91.692
386,2.2230530929603547,1.1195945098114013,74.254,91.726
387,2.221497937834425,1.1199463173294066,74.196,91.746
388,2.2217982947397577,1.1198163590240477,74.228,91.738
389,2.2196527827414965,1.119920995941162,74.232,91.754
390,2.219833574611411,1.1198184223556518,74.184,91.72
391,2.2186194277829308,1.119420178718567,74.216,91.736
392,2.2194341341082713,1.1193278504180908,74.26,91.754
393,2.22043645820267,1.1191454684448243,74.264,91.698
394,2.2179939019546615,1.1193048049545289,74.236,91.722
395,2.2159345862533835,1.1198780212402344,74.168,91.764
396,2.2147517394867067,1.1201193384552002,74.16,91.748
397,2.215757218410643,1.1198756998062134,74.172,91.764
398,2.214189423240727,1.1197675171661376,74.188,91.73
399,2.214066262463395,1.120017159500122,74.19,91.752
400,2.2118971717062235,1.1198629228210448,74.172,91.756
401,2.2129866772894857,1.1196558423995973,74.216,91.806
402,2.213565618990899,1.1195433041763305,74.2,91.796
403,2.21155636266267,1.119502416152954,74.162,91.824
404,2.212113607677815,1.1192130608749389,74.184,91.806
405,2.2111661391530775,1.1194554834747314,74.23,91.8
406,2.209425426882615,1.1190321086883546,74.258,91.814
407,2.211386336268281,1.1188921070098876,74.266,91.826
408,2.2098292020394457,1.1191970236587525,74.26,91.782
409,2.2085673968187813,1.119285439414978,74.28,91.756
410,2.207875868661417,1.1190107809829712,74.264,91.756
411,2.207163733234413,1.1191067694854737,74.336,91.788
412,2.2068392696569292,1.11888076171875,74.376,91.802
413,2.2063595254977733,1.1186291070175172,74.342,91.742
414,2.2051765146158298,1.1189857975006103,74.254,91.788
415,2.2065202641449004,1.1190284214019774,74.258,91.788
416,2.2036098766622305,1.118815732421875,74.304,91.808
417,2.2047871700722537,1.119246444015503,74.244,91.806
418,2.203421793967414,1.119569140853882,74.2,91.792
419,2.2045686723326416,1.1198230617523193,74.248,91.766
420,2.2034332284824454,1.120046858329773,74.224,91.774
421,2.202359915732575,1.1202353310012818,74.186,91.758
422,2.201706246482573,1.1204204041290282,74.258,91.79
423,2.201593216136396,1.1204451009750367,74.274,91.806
424,2.2020593514497713,1.12011141746521,74.254,91.834
425,2.20080167412472,1.1198470190429688,74.264,91.79
426,2.2000454179198146,1.1206051630401612,74.226,91.786
427,2.1989477747778814,1.1204539141082763,74.222,91.768
428,2.196774107994412,1.1200568993377686,74.226,91.77
429,2.1985474246249592,1.1196771453094483,74.248,91.78
430,2.197222367870055,1.119555544052124,74.202,91.728
431,2.1978180322715706,1.1197857400512696,74.246,91.784
432,2.1954972816409346,1.1193709537506102,74.276,91.77
433,2.1979909711699785,1.1198442505645751,74.182,91.752
434,2.1953196801441752,1.1199870018005371,74.224,91.736
435,2.194071068847589,1.1195943126678467,74.212,91.74
436,2.1976445918555836,1.1195243452453614,74.226,91.748
437,2.1953164254256383,1.1195314164733887,74.224,91.736
438,2.1956232583684794,1.119451381111145,74.196,91.75
439,2.1929252202943457,1.1195056861114503,74.214,91.754
440,2.191798274846767,1.1199194494247438,74.188,91.768
441,2.1922387681800206,1.1197240813827514,74.236,91.764
442,2.1917160211993063,1.1202173765182495,74.23,91.814
443,2.1908434467921727,1.1197311839675903,74.284,91.796
444,2.1922237830911038,1.1203870432662963,74.274,91.776
445,2.192215599006505,1.1198527001953125,74.292,91.77
446,2.189963155489364,1.1200796823120118,74.276,91.772
447,2.191731504827952,1.1198423206329347,74.234,91.788
448,2.190360265670063,1.1202813816452026,74.228,91.774
449,2.189452495601633,1.1197687180328368,74.302,91.772
