epoch,train_loss,eval_loss,eval_prec1,eval_prec5
69,2.727140186692504,1.1477722797012329,72.542,91.002
70,2.713928137847083,1.1447959920120239,72.576,91.012
71,2.71220951862663,1.1418997583770751,72.586,91.062
72,2.703413248872109,1.1396005921173096,72.692,91.136
73,2.702300718695902,1.1377644650650025,72.842,91.152
74,2.698993578136301,1.1377758840942382,72.808,91.134
75,2.688850268852606,1.1349173079681396,72.878,91.244
76,2.689603664511018,1.1317065966796875,72.958,91.242
77,2.674096252706697,1.129569061050415,73.06,91.306
78,2.6730650922567913,1.1261937183380126,73.16,91.292
79,2.674184312923349,1.123674496383667,73.128,91.32
80,2.6623646149055946,1.1220498822021485,73.326,91.3
81,2.6614660146139224,1.1204403783798218,73.308,91.364
82,2.650366435853316,1.118157766265869,73.35,91.474
83,2.6486883296859824,1.1169264419555665,73.432,91.4
84,2.6373404636562205,1.1153059994888306,73.418,91.474
85,2.6356638670444106,1.1134092890167235,73.45,91.466
86,2.6373919083250703,1.1116885095596314,73.38,91.558
87,2.625726754573895,1.1088628903961182,73.476,91.518
88,2.625047878586322,1.1070626146697997,73.482,91.552
89,2.613487031343553,1.1042548119354247,73.588,91.614
90,2.61254678703517,1.1023251568222046,73.63,91.64
91,2.613681807315988,1.1035295734786987,73.478,91.648
92,2.6028176852934464,1.1040328319549562,73.546,91.646
93,2.6023540187129774,1.1016352751541139,73.694,91.692
94,2.5920719507691574,1.0983343431854249,73.764,91.754
95,2.5880356348580498,1.0962941473007202,73.858,91.718
96,2.5794301167857068,1.093972932510376,73.94,91.668
97,2.5788548403887823,1.090970255088806,73.97,91.736
98,2.57889653900735,1.087753472366333,74.098,91.776
99,2.568670519631353,1.0860377068328857,74.074,91.794
100,2.5672165558968993,1.084424166984558,74.188,91.786
101,2.5588867003492695,1.0820347931671142,74.164,91.866
102,2.5560486000314127,1.0788358977890016,74.206,91.908
103,2.5579176615658614,1.0783095598983765,74.148,91.91
104,2.5471678406691,1.0785042760086059,74.218,91.958
105,2.54803825568238,1.0765013721084595,74.298,91.946
106,2.536688783900629,1.0747797832870483,74.308,92.018
107,2.536299059526335,1.0732496509933471,74.338,92.056
108,2.5264973623765936,1.071451831741333,74.51,92.046
109,2.5251067308403794,1.070805467605591,74.506,92.03
110,2.5241837299032084,1.0708502323913573,74.434,91.988
111,2.516344650424451,1.0694430792999268,74.604,91.968
112,2.51571106191257,1.0678389818954468,74.628,91.972
113,2.5042189178135184,1.066309774093628,74.712,92.042
114,2.5062184215163725,1.0636951411056519,74.696,92.128
115,2.5049248741303893,1.062315669593811,74.7,92.188
116,2.4972618193649274,1.0606467288970947,74.792,92.19
117,2.4958542893163496,1.0608536736297607,74.766,92.232
118,2.485647715824685,1.0593023705291749,74.796,92.252
119,2.4850878021318756,1.0580768309402466,74.858,92.266
120,2.4763099850891686,1.0556353802871703,74.99,92.28
121,2.4743281531867556,1.054053800163269,74.964,92.288
122,2.4740084255818457,1.053469790725708,74.978,92.298
123,2.4665585460899164,1.0528702573013307,74.992,92.316
124,2.4649905290820904,1.0518662837982178,75.054,92.338
125,2.456135066245481,1.05028241355896,75.05,92.306
126,2.456377532508829,1.0484335468292236,75.158,92.356
127,2.4568266221087613,1.0470684812545776,75.2,92.34
128,2.446241027112011,1.0476130239105224,75.164,92.34
129,2.4460819416004216,1.045959911994934,75.18,92.422
130,2.4403601962504244,1.0434998230361938,75.338,92.412
131,2.438355699574633,1.0418943883514404,75.32,92.402
132,2.4285021938389537,1.0402495699310303,75.38,92.454
133,2.4286681592797965,1.0400246180343629,75.368,92.476
134,2.429035766662168,1.0393297885513306,75.348,92.45
135,2.4234519979174283,1.0385347274398804,75.514,92.446
136,2.4184720637701114,1.0375351322174071,75.518,92.476
137,2.4140580104028198,1.0373166970443726,75.502,92.46
138,2.410751074909878,1.0361716586685181,75.52,92.558
139,2.409101809910257,1.0345467292785644,75.448,92.506
140,2.404537687579886,1.0338671327590943,75.532,92.558
141,2.4036424237189533,1.0330952548599244,75.514,92.52
142,2.39345363928355,1.032151699066162,75.542,92.568
143,2.3931701198565682,1.0307471658706664,75.552,92.6
144,2.3851535084436266,1.0281802211380004,75.57,92.608
145,2.384625623599707,1.0264166314315797,75.614,92.664
146,2.383516640066624,1.026151148147583,75.584,92.688
147,2.377462184114708,1.0247909650421143,75.64,92.66
148,2.375891560606724,1.0237902820968627,75.714,92.696
149,2.36937487544678,1.0234310124206543,75.72,92.698
150,2.3662122603800655,1.0225313110351562,75.736,92.718
151,2.369244134254593,1.0221397483062744,75.726,92.706
152,2.3585205894532346,1.0215351607894898,75.732,92.694
153,2.3599423369248327,1.020887380218506,75.778,92.676
154,2.3526435722168877,1.0211471613311767,75.744,92.654
155,2.3508704742796414,1.0210075833129884,75.648,92.732
156,2.3422690851511145,1.0211093433761598,75.662,92.756
157,2.3431891807072835,1.021018403778076,75.644,92.802
158,2.343548361965411,1.0195955938339234,75.756,92.774
159,2.335077941227112,1.0195176955032348,75.842,92.746
160,2.3355898868313414,1.0190809380722046,75.828,92.668
161,2.3279939824633367,1.0179757960891724,75.952,92.772
162,2.327990861533643,1.016770041732788,75.978,92.796
163,2.327080055225572,1.015439389076233,75.948,92.802
164,2.3187568031674286,1.0147272673797607,75.984,92.818
165,2.3182806300459435,1.0139750449371339,76.01,92.882
166,2.310620399997484,1.0133373896026612,76.1,92.842
167,2.311426696850718,1.0128767543792725,76.08,92.846
168,2.304859787487774,1.0116796334075928,76.126,92.874
169,2.30491735964275,1.0115206554412841,76.078,92.848
170,2.3021807049771104,1.0119429695129394,76.082,92.886
171,2.2961319061539633,1.0114601606369018,75.97,92.928
172,2.295696148412119,1.0108170864105224,76.08,92.94
173,2.2900042617730767,1.0115049225234984,76.11,92.942
174,2.2879442481590595,1.0118321445846559,76.138,92.858
175,2.2880473622648743,1.0119013995361328,76.18,92.876
176,2.2813350113509276,1.0104202824401856,76.244,92.92
177,2.2803714372080672,1.0092897166442871,76.3,92.932
178,2.276890366126022,1.009154051208496,76.234,92.894
179,2.2733319272621455,1.0088809257507325,76.262,92.934
180,2.266670832531058,1.0085796154022217,76.362,92.96
181,2.26654534283683,1.009045627937317,76.264,92.974
182,2.2677887498284224,1.0076248643493653,76.258,93.008
183,2.2575525899680495,1.0067614432144165,76.246,93.094
184,2.2587953204635998,1.0074373287582397,76.304,93.066
185,2.2547727810393137,1.0081845709991455,76.298,92.998
186,2.252131044007034,1.0079971940231323,76.294,92.976
187,2.250910846282729,1.0072961660003663,76.3,93.0
188,2.245475156106156,1.0069879397964479,76.286,92.966
189,2.244240068441196,1.00643094165802,76.366,92.952
190,2.2411522004815887,1.005554144935608,76.346,93.016
191,2.2389494064662285,1.0043783717727661,76.438,93.042
192,2.2312662923316973,1.0048037407684327,76.338,93.056
193,2.232309001098148,1.004543876991272,76.332,93.034
194,2.232221477180362,1.004622064666748,76.314,92.986
195,2.22529403725974,1.0053168546295166,76.34,93.07
196,2.2254916973870627,1.0046258347320556,76.378,93.088
197,2.218398341338793,1.0043552320480347,76.388,93.112
198,2.2208545663230996,1.0028692544555664,76.412,93.12
199,2.2184290928329875,1.0017881707000733,76.518,93.128
200,2.211849691484758,1.0016489483261108,76.48,93.118
201,2.2111411502750085,1.0015930605316161,76.42,93.156
202,2.2061465335883303,1.0013866556549071,76.5,93.148
203,2.2037644849168503,1.0012599152374269,76.586,93.102
204,2.1999705380958905,1.000614306488037,76.552,93.116
205,2.1981967256652366,1.0005391961669923,76.618,93.118
206,2.200807308931526,1.0011232028961181,76.65,93.042
207,2.195163462635615,1.0008305638885497,76.472,93.126
208,2.1929671317696284,0.9999508092498779,76.56,93.14
209,2.1885041270753463,0.999957799911499,76.602,93.13
210,2.186465058847964,1.0003198612594604,76.59,93.146
211,2.183644308127183,1.0010454264068605,76.598,93.08
212,2.181934084013688,1.00050901802063,76.542,93.08
213,2.180240761533344,1.0005693090057373,76.478,93.074
214,2.174864956729418,1.0004741617965698,76.486,93.044
215,2.1733390539050768,1.0000420492172242,76.466,93.08
216,2.167201848910581,1.000523805770874,76.488,93.098
217,2.167740177979572,1.0009599645614624,76.486,93.138
218,2.165327500096328,1.000779439239502,76.528,93.184
219,2.163859855333011,1.001314917755127,76.504,93.118
220,2.1643913765843634,1.0022016861343384,76.464,93.102
221,2.156713857615499,1.002688134803772,76.552,93.136
222,2.1572771830905637,1.0017220700836182,76.658,93.144
223,2.1553008957303685,1.001313405342102,76.572,93.2
224,2.150032115663937,1.000834662208557,76.53,93.192
225,2.1498636250063288,1.0001031108856202,76.508,93.176
226,2.145361450650423,0.9993470732498169,76.644,93.152
227,2.1447162219136358,0.9988619870758056,76.686,93.194
228,2.138571465210758,0.9981627963256836,76.634,93.194
229,2.1417473111268905,0.9988804653930664,76.64,93.156
230,2.1376637263978413,0.9992393873214722,76.672,93.178
231,2.1344524189579688,0.9999622026824951,76.662,93.16
232,2.1332479298210067,0.9998492417144775,76.708,93.094
233,2.1295083698799475,1.0001472967147826,76.69,93.102
234,2.1290942561045156,1.000199761352539,76.608,93.14
235,2.1272448522390888,1.0003283008575439,76.648,93.128
236,2.1221506855041863,1.0011732126617432,76.672,93.11
237,2.121572714010112,1.0013973691940308,76.734,93.126
238,2.117484530718397,1.000893924636841,76.738,93.148
239,2.1178471681168327,1.00054166015625,76.684,93.144
240,2.1151395333137253,1.000589870262146,76.676,93.152
241,2.111975533808831,1.0006890225601197,76.664,93.134
242,2.112715292439091,1.0003244920349121,76.726,93.12
243,2.108908136828626,1.0007994753265381,76.698,93.156
244,2.1078237199144874,1.000126777381897,76.748,93.134
245,2.1021345630109454,0.9997020680618286,76.668,93.154
246,2.1033623140159365,0.9995950083160401,76.8,93.16
247,2.1020425711985498,0.9995466320037841,76.748,93.178
248,2.098944227663066,0.9996808213043213,76.768,93.202
249,2.0976419268513946,0.9999756725692749,76.736,93.198
250,2.0921625103071917,1.0005676443099976,76.706,93.194
251,2.0892756871706384,1.0011653860473633,76.68,93.19
252,2.089867528393972,1.0019360103607178,76.668,93.158
253,2.0885428650011355,1.0024282308578492,76.694,93.142
254,2.0867613461091934,1.003069465637207,76.712,93.128
255,2.0830707110279945,1.0028121179199219,76.764,93.156
256,2.0818116491456493,1.0029836961364746,76.732,93.194
257,2.077408656394548,1.002948337173462,76.8,93.188
258,2.077681823504819,1.0025714534759522,76.816,93.146
259,2.077678364672535,1.0015463346099853,76.874,93.192
260,2.07404088156877,1.0008950452423095,76.952,93.166
261,2.0740679804322055,1.0020326300430298,76.862,93.156
262,2.0692879586911603,1.0027566619873047,76.856,93.168
263,2.0673837488789637,1.0030542865753174,76.822,93.188
